date,min,max,median,q1,q3,stdev,count
2025-06-30T00:00:00.000Z,3,12,5,5,6,1.939,90
2025-07-01T00:00:00.000Z,3,10,5.5,4,7,1.93,84
2025-07-02T00:00:00.000Z,2,6,4,3,5,1.036,72
2025-07-03T00:00:00.000Z,1,14,4,2,6,2.472,99
2025-07-04T00:00:00.000Z,2,16,6,4,11,3.669,97
2025-07-05T00:00:00.000Z,4,13,8,7,9,1.713,61
2025-07-06T00:00:00.000Z,2,9,4,2,6,2.124,93
2025-07-07T00:00:00.000Z,2,18,5,4,8,3.683,84
2025-07-08T00:00:00.000Z,3,11,5,3,8,2.948,75
2025-07-09T00:00:00.000Z,1,10,3,3,5,2.367,95
2025-07-10T00:00:00.000Z,2,9,2,2,3,0.992,94
2025-07-11T00:00:00.000Z,1,13,5,1,6,3.004,96
2025-07-12T00:00:00.000Z,1,15,3,2,5,3.544,97
2025-07-13T00:00:00.000Z,1,25,4,3,8,5.4,103
2025-07-14T00:00:00.000Z,2,8,4,4,6,1.744,91
2025-07-15T00:00:00.000Z,3,16,6,4,10,3.641,90
2025-07-16T00:00:00.000Z,4,12,5,4,8,2.567,84
2025-07-17T00:00:00.000Z,5,9,6,6,8,1.313,66
2025-07-18T00:00:00.000Z,6,23,8,7,11,3.604,96
2025-07-19T00:00:00.000Z,4,40,7,5,14,7.698,98
2025-07-20T00:00:00.000Z,4,10,5,5,7,1.782,94
2025-07-21T00:00:00.000Z,3,8,4,3,7,1.748,83
2025-07-22T00:00:00.000Z,3,14,5,3,9,3.421,94
2025-07-23T00:00:00.000Z,1,8,4,3,6,2.041,96
2025-07-24T00:00:00.000Z,1,13,4,2,6,2.808,94
2025-07-25T00:00:00.000Z,2,10,4.5,4,6.5,2.017,96
2025-07-26T00:00:00.000Z,3,12,6,4,8,2.674,100
2025-07-27T00:00:00.000Z,4,9,7,7,9,1.546,86
2025-07-28T00:00:00.000Z,6,15,8,6,9,2.138,96
2025-07-29T00:00:00.000Z,4,16,7,6,10.5,3.094,89
2025-07-30T00:00:00.000Z,3,13,6,5,8,3.07,99
2025-07-31T00:00:00.000Z,1,9,3,3,6,1.86,96
